poi_name,Name,pid,Rating,Total_Review,opening_hours,open_days,Total_hours
Stanley Park Nature House,Stanley Park Nature House on Lost Lagoon,ChIJcxJ3jIlxhlQRi5oOMHxmFPY,4.7,97,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 10:00 AM – 4:00 PM', 'Sunday: 10:00 AM – 4:00 PM']",2,12
The Royal Westminster Regiment Museum,The Museum of the Royal Westminster Regiment Historical Society,ChIJ5zj2mXPYhVQRE0rdictytQI,4.7,30,"['Monday: Closed', 'Tuesday: 11:00 AM – 3:00 PM', 'Wednesday: Closed', 'Thursday: 11:00 AM – 3:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",2,8
15th Field Artillery Regiment Museum And Archives,15th Field Artillery Regiment (RCA),ChIJpdEUnLBzhlQR0ome6cv5el8,5,4,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 7:00 – 10:00 PM', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",1,15
Catriona Jeffries Gallery,Catriona Jeffries,ChIJhUS8sGBxhlQRbBJxBu7_Dbs,4.4,15,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 12:00 – 5:00 PM', 'Sunday: Closed']",1,5
Gms Observatory,Gordon Southam Observatory,ChIJSYNqWTNyhlQR7CmhWOWNXA4,3.9,28,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 7:00 – 11:00 PM', 'Sunday: Closed']",1,16
7302754 Canada Inc,,0,,,,0,0
Abc Heritage Preschool And Child Care,ABC Preschool Academy,ChIJF3ZMao7RhVQRYMRn09PBo34,no data,0,0,0,0
Adamsons Heritage Nursery Ltd,,0,,,,0,0
Ahva Gallery,Ponderosa Commons East (Audain Art Centre and Spruce House),ChIJaUbtlrVyhlQREWwxkqr-Y9A,5,1,0,0,0
Aldergrove Festival Days Society,Aldergrove Festival Days,ChIJ_2qFN77LhVQRnDAtPFnP5GI,5,4,0,0,0
Angie Au Hemphill Studio,,0,,,,0,0
Anza Club (Australia-New Zealand Association),Australia-New Zealand Assn,ChIJfbmDXuBzhlQRHNXKrgZWudw,no data,0,0,0,0
Art Beatus,Art Beatus Consultancy Ltd,ChIJI6T7EtVzhlQRkZ-X3oqE714,no data,0,0,0,0
Art Emporium,The Art Emporium,ChIJq1etJL9zhlQRyQVGHdYMuGg,5,2,0,0,0
Art Works Gallery,Art Works Studio,ChIJCdJtmqJ2hlQRWaSBjjcbbnA,5,1,0,0,0
Artist In Residence,Artists in Residence Bed & Breakfast,ChIJi5nlHl0-hlQRyPv9o-tCe9w,no data,0,0,0,0
Artists In the Boro,,0,,,,0,0
Astorino's Hall,1739 Venables Hall,ChIJ2bl0Hz5xhlQRlDKnsxOcHNs,3.3,8,0,0,0
Ayden Gallery,Ayden Gallery,ChIJ6SNusXtxhlQRK8N9J0jL0Kw,4.5,2,0,0,0
Basic Inquiry,Basic Inquiry,ChIJlzjIE2VxhlQRqrbFvxb0mXw,5,6,0,0,0
BC Regiment (Duke of Connaught's Own) Museum,B.C. Regiment (Duke of Connaught's Own) Drill Hall,ChIJzzDVintxhlQR4vqB2PIfxAE,4.8,8,0,0,0
BC Sports Hall of Fame Museum,BC Sports Hall of Fame and Museum,ChIJn0O2T3xxhlQRXXnanXyhFdk,4.3,109,0,0,0
Bel Art Gallery,Bel Art Gallery,ChIJa7J60IJxhlQRST39dkZg-cE,no data,0,0,0,0
Bill Reid Centre For Northwest Coast Studies At Simon Fraser University,Simon Fraser University,ChIJJyJ6hcB5hlQRW7Uwbj9sUAA,4.1,606,0,0,0
Birthplace of BC Gallery,Birthplace of B.C. Gallery,ChIJKwuuKFnShVQR9c5T3OvERRE,5,1,0,0,0
Brenda Lee Fairfax,,0,,,,0,0
Britannia,Britannia,ChIJRRuHHz5xhlQR4hmHlRBhoXA,no data,0,0,0,0
Burnaby Village Museum,Burnaby Village Museum,ChIJA288NqZ3hlQRdrlOknfGAMk,4.6,2167,0,0,0
Canadian Society of Asian Arts,Canadian Society For Asian Arts,ChIJ_UE1KHd0hlQRYQfX7uiYkuI,no data,0,0,0,0
Candice James,,0,,,,0,0
Capilano College Performing Arts Theatre,BlueShore Financial Centre for the Performing Arts,ChIJl69lZ219C0ERajxofG1-6vc,4.5,69,0,0,0
Centennial Theatre,Centennial Theatre,ChIJmUtgCD1whlQRmo9aipB5yKU,4.2,375,0,0,0
Champlain Heights,Champlain Heights,ChIJFX49J9Z1hlQRHJYa_VcMfvI,no data,0,0,0,0
Chan Centre For the Performing Art - Concert Hall,Chan Centre for the Performing Arts,ChIJiV8337ByhlQRDOnSXQyGjYk,4.7,963,0,0,0
Cloverdale,Cloverdale,ChIJQ5iTERjFhVQR1LOMZ1QuE6c,no data,0,0,0,0
Colbourne House/ Marpole Museum,Colbourne House,ChIJZTIn6-p0hlQRp8C26vJN2nU,no data,0,0,0,0
Collingwood,Collingwood,ChIJ5TpY6tt7KogRIKeLM-hhvtk,no data,0,0,0,0
Cynthia Jennifer Smith,"Lewis Brisbois Bisgaard & Smith, LLP",ChIJI6Exe0wVkFQRgQfxZ49Urfo,5,1,0,0,0
David M. Adams,Post Hypnotic Press Inc.,ChIJUzQMXgzYhVQR7GIHNuH8AmU,no data,0,0,0,0
David Mcfarland,"David McFarland, MD",ChIJk_BB3KpukFQRFzBvXD0DzMg,no data,0,0,0,0
Deep Cove Shaw Theatre,Deep Cove Stage Society,ChIJhcEpdVJ6hlQR2lMO19cVNS8,4.7,25,0,0,0
Delphi Custom Theatres Inc,Delphi Custom Theatres Inc,ChIJyTGYeNXRhVQRNb07Q-FnTkk,no data,0,0,0,0
Delta Museum And Archives Society,Delta Museum,ChIJ19wKwunghVQRHJTzfCZ8s_4,3.4,5,0,0,0
Djavad Mowafaghian Cinema,SFU Goldcorp Centre for the Arts,ChIJwV6Ui3lxhlQRhgPt5mpbTdM,4.3,34,0,0,0
Doctor Vigari Gallery,The Doctor Vigari Gallery,ChIJfcNAp0dxhlQRV0LrL8RjRUc,4.7,6,0,0,0
Dogma Portraits,Dogma Pet Portraits,ChIJUecmOIrf3IARgwfO7s5xBtI,5,9,0,0,0
Dorothy Somerset Studio Theatre,Dorothy Somerset Studio,ChIJr_GGv7VyhlQRs4Ff7PhxsHA,4,13,0,0,0
Douglas Udell Gallery,Doug Udell Gallery Ltd,ChIJy5BkeshzhlQRyWgX0BFE8jE,no data,0,0,0,0
Dynamo Arts Association,Dynamo Arts Association,ChIJz1JVS4Z-C0ERI1BkLAMxfgM,4.7,3,0,0,0
Eileen Kernaghan,Simon Fraser University,ChIJJyJ6hcB5hlQRW7Uwbj9sUAA,4.1,606,0,0,0
Elissa Cristall Galleries,,0,,,,0,0
Elizabeth Elwood,Vagabond Players,ChIJJ33hhnXYhVQRtF9hk14UBuY,4.4,41,0,0,0
Euro Artistic Metals Ltd,Euro Artistic Metals Ltd,ChIJfUmd1iXShVQR7h7m8g-08Rk,no data,0,0,0,0
Famous Players Limited Partnership (Theatre),Cineplex Cinemas Langley,ChIJX72jRmPRhVQR6Wa_7qQLs_M,4.1,4121,0,0,0
Fanclub,Bryan Adams Fan Club,ChIJs2OIbXpxhlQRyUuPWmarndg,no data,0,0,0,0
Fei & Milton Wong Experimental Theatre,SFU Goldcorp Centre for the Arts,ChIJwV6Ui3lxhlQRhgPt5mpbTdM,4.3,34,0,0,0
Ferry Building Gallery,Ferry Building Gallery | West Vancouver,ChIJVcGhLxpuhlQRoiuGJ1DIu44,4.5,36,0,0,0
Film2Frame Studio Gallery,Film2Frame Studio Gallery Inc,ChIJXxAlvYPZhVQRCrE3LaoDNgw,4.5,2,0,0,0
Fleetwood,Fleetwood,ChIJ4XS8bq7QhVQRz3IB6GXpay0,no data,0,0,0,0
Fortune Sound Club,Fortune Sound Club,ChIJzRKRZXBxhlQRnjhd0FkQyqk,3.8,251,0,0,0
"Franci Louann, Poet, Mentor, Proofreader",,0,,,,0,0
Fraserview,Victoria-Fraserview,ChIJVdTDSSx0hlQRkD_-YoLKWLw,no data,0,0,0,0
Frederic Wood Theatre,Frederic Wood Theatre,ChIJ4RTE_bNyhlQRUehTTwHx3lA,4.6,74,0,0,0
Freeflow Scenics Studio,Freeflow Scenics Inc.,ChIJq6qDXfh3hlQR2mTnESC8jjA,no data,0,0,0,0
Gallery 295,Gallery 295,ChIJcSdxn2BxhlQRS7VtLJ8H2rE,5,1,0,0,0
Gallery of BC Ceramics,Daniel Materna Ceramics Gallery,ChIJdfJS_c5zhlQRQ63Fr5iKfHs,3.7,3,0,0,0
Gam Gallery,Gam Gallery,ChIJwzlQjnBxhlQR3ZgakIaQo1M,4.8,8,0,0,0
Gillian Wright,,0,,,,0,0
Guildford,Guildford,ChIJt0c96grXhVQRvmsAcBwOAAg,no data,0,0,0,0
Harrison Galleries,Harrison Art Services,ChIJcXH582pxhlQRTP2oEbkHLGw,5,3,0,0,0
Hatch Art Gallery,Hatch Art Gallery,ChIJ68YmydVzhlQReJ_7HXAqYtY,no data,0,0,0,0
Heidi Zolty,Ballet Classique H Z,ChIJoU-H8LVwhlQRDC7sWrBA2wY,5,3,0,0,0
Hendry Hall Theatre,,0,,,,0,0
Heritage Creek Design,Heritage Creek by Christenson Developments,ChIJBZ1vPACPn1MR0BDJqzbOE6U,3.8,4,0,0,0
Heritage Life Drawing Society,The Vancouver Life Drawing Society,ChIJT1B9B2VxhlQRZ7rjot6ql6Q,4,2,0,0,0
Heritage Mountain Community Centre,Heritage Mountain Community Centre,ChIJwcqorMx-hlQRuk1nZVfEQVs,4.5,31,0,0,0
Highland Dance With Miss Kathleen,Thistlebrook Academy of Highland Dance,ChIJAQCEhyvXhVQR56L73F7nzdA,no data,0,0,0,0
Hill's Native Art,,0,,,,0,0
Interurban Gallery,Interurban Gallery,ChIJs4tSC3pxhlQR7bVH_vbMDok,4.8,9,0,0,0
James Black Gallery,James Black Gallery,ChIJy3nr9F9xhlQRbdqCqDEVj9A,4.9,26,0,0,0
James Tan Gallery,James Tan Gallery,ChIJQWJXgHBxhlQRFdT693d-Qig,no data,0,0,0,0
Jericho Arts Centre,Jericho Arts Centre,ChIJo07lSfFyhlQRVnQVLKkME6Y,4.3,38,0,0,0
Jerry Mclaughlin,Better Days Society,ChIJAQDQ-azfhVQRM6HMB4hOEXk,no data,0,0,0,0
Jienelyn Dimatatac,,0,,,,0,0
Joann Heringer,,0,,,,0,0
Jonina Lynn Kirton,,0,,,,0,0
Judith Copland,Judith Copland,ChIJx_b-igR4hlQRokvxIrR-084,no data,0,0,0,0
Kate Colbourn,,0,,,,0,0
Kensington,Kensington-Cedar Cottage,ChIJ05rrgql2hlQRdAFfeg-7pKU,no data,0,0,0,0
Kerrisdale,Kerrisdale,ChIJU26xVGVzhlQRnWelOsO5RnE,no data,0,0,0,0
Kitsilano,Kitsilano,ChIJaakf77JzhlQRKLsSHv5SUBc,no data,0,0,0,0
Kw Atrium Studio,KW Atrium Studio,ChIJL5hTiXlxhlQR1vaApu3pflw,5,1,0,0,0
Kyle Mckillop,Simon Fraser University,ChIJJyJ6hcB5hlQRW7Uwbj9sUAA,4.1,606,0,0,0
Labyrinth Gallery,Isobel Davis Art,ChIJ4TGFyaJqkFQRD8t78mJUEGE,no data,0,0,0,0
Lanta Meng,Lanta Meng Studio,ChIJayway_d3hlQRgcg1WuSmO3k,no data,0,0,0,0
Laura C. Muir Performing Arts Theatre,Laura C Muir Performing Arts,ChIJ_1sgl3HYhVQRhOjmf7KaOBs,3.8,4,0,0,0
Legacy Heritage Consultants,Heritage Environmental Services,ChIJHeTbY2lDkFQRHk8l6GxPOgw,no data,0,0,0,0
Lipsett Glazing Systems Inc,Lipsett Glazing Systems,ChIJOzCGX-h3hlQRxHmWfw3JcY0,no data,0,0,0,0
Lisa Bunting,,0,,,,0,0
Little Mountain Gallery,Little Mountain Gallery,ChIJb13tafdzhlQR2arL0KyjZZI,4.8,96,0,0,0
Lorrie Wager,,0,,,,0,0
Lynn Canyon Ecology Centre,Lynn Canyon Suspension Bridge,ChIJo6mwbbx6hlQRfy2H6pWyz-k,4.7,4053,0,0,0
Main Branch,RBC Royal Bank,ChIJM-Z8ON93hlQRAKV3k9TWIls,2.7,51,0,0,0
Malkin Bowl,Malkin Bowl,ChIJY2kX8IxxhlQRMtQP6o-w-sY,4.5,199,0,0,0
Maple Ridge And Pitt Meadows Arts Council,The ACT Art Gallery,ChIJj9FSWV7ThVQRHWXsr0btQ4I,5,1,0,0,0
Margo Prentice Stand-Up Comic,,0,,,,0,0
"Margo Prentice, Golden Age Theatre, Artistic Director",,0,,,,0,0
Marilyn Norry,,0,,,,0,0
Marion Scott Gallery,Marion Scott Gallery,ChIJLYQCM3hxhlQR-qSOuoni8Bs,no data,0,0,0,0
Marpole,Marpole,ChIJjTdY9e10hlQRcJvGNd1RUx8,no data,0,0,0,0
Marya Mclellan,,0,,,,0,0
Massey Theatre,Massey Theatre,ChIJEXcdR27YhVQRDW-AvTKmIIA,4.2,425,0,0,0
Massey Theatre Society,Massey Theatre,ChIJEXcdR27YhVQRDW-AvTKmIIA,4.2,425,0,0,0
Metro Theatre,Metro Theatre Centre,ChIJPW1thul0hlQRf5GRVd2Ogo4,4.3,98,0,0,0
Mount Pleasant,Mount Pleasant,ChIJI6554F5xhlQRBuVvIo-0v8A,no data,0,0,0,0
Museum Annex,Delta Museum,ChIJ19wKwunghVQRHJTzfCZ8s_4,3.4,5,0,0,0
Museum of Original Costume The,,0,,,,0,0
New West Heritage Hall,Heritage Banquet Hall,ChIJkeF8B9d3hlQRzcuQoJnmfWE,3.9,9,0,0,0
Norman Rothstein Theatre,Norman Rothstein Theatre,ChIJta5c93h0hlQRQdc4TV2xxbY,4.2,80,0,0,0
Oakridge Branch,"Vancouver Public Library, Oakridge Branch",ChIJFQ8vNHd0hlQRBaSY62maK2M,4.2,40,0,0,0
Oblates of Mary Immaculate St. Paul's Province -Oblate Archives,,0,,,,0,0
Ocean Park,Ocean Park,ChIJ0SScJDrDhVQRGXxRWj8482M,no data,0,0,0,0
Old Auditorium,UBC Old Auditorium,ChIJWVM2prZyhlQRKpHpNFSQfMk,5,2,0,0,0
On Main Gallery,On Main Gallery,ChIJo47wJfZzhlQRuwrD8JgSCIY,no data,0,0,0,0
Orpheum Annex,Annex,ChIJxy_lS35xhlQRR-M1-FHRlQg,4.5,119,0,0,0
Pacific Cinémathèque,The Cinematheque,ChIJnSJO_9RzhlQR02WmJ7AlO3s,4.5,269,0,0,0
Pal Studio Theatre,Pal Studio Theatre,ChIJCf2eJYZxhlQROagIdiJjAAY,4.5,52,0,0,0
Performance Works,Performance Works,ChIJ8dXFmM9zhlQRK7b4fowQYx8,4.4,199,0,0,0
Peri-Laine Nilan,,0,,,,0,0
Peter Lojewski,Blazej Lojewski M.D.,ChIJ0ZcLIszJD4gRZ4U8ikud9BE,no data,0,0,0,0
Plaskett Gallery,Massey Theatre,ChIJEXcdR27YhVQRDW-AvTKmIIA,4.2,425,0,0,0
Points West Heritage Consulting Ltd,Points West Heritage Conslntng,ChIJC23OevLIhVQROq0kFYtI8kI,4,1,0,0,0
Port Coquitlam Heritage & Cultural Society,PoCo Heritage Museum and Archives,ChIJszrLp6x4hlQRI3_Tsq2hXL0,4.5,17,0,0,0
Port Kells,Port Kells,ChIJb9Vr8j7RhVQR5J4U7cyMsX4,no data,0,0,0,0
Queen Elizabeth Theatre,Queen Elizabeth Theatre,ChIJ5_VBAXxxhlQRWnjI61A3nX8,4.5,3666,0,0,0
Queensborough,Queensborough,ChIJV8NB9JTYhVQR7ymumQDmSlA,no data,0,0,0,0
Razzberry Art And Design,,0,,,,0,0
Rennie Collection At Wing Sang,Rennie Museum,ChIJ04vCfXpxhlQRu-4DVzNzgz4,4.5,62,0,0,0
Richard R. Carswell,,0,,,,0,0
Rio Theatre,Rio Theatre,ChIJifVE3k5xhlQRUcBOhcGR4Rs,4.6,1673,0,0,0
Samson V Maritime Museum,Samson V Museum,ChIJQb557W_YhVQRZ3MARIzx_Go,4.4,21,0,0,0
Samson V Museum,Samson V Museum,ChIJQb557W_YhVQRZ3MARIzx_Go,4.4,21,0,0,0
Seaforth Highlanders of Canada Regimental Museum And Archives,Seaforth Highlanders Regimental Museum,ChIJudf489JzhlQRXxtOxpMkQlc,4.8,10,0,0,0
Shadows & Dreams Theatre Company,,0,,,,0,0
Silk Purse Arts Centre,Silk Purse Arts Centre,ChIJFVgIZBpuhlQRyYpiMVZbf2U,4.1,21,0,0,0
Société Historique Francophone De La Colombie-Britannique,La Société historique francophone de la Colombie-Britannique,ChIJVVUV38dzhlQRXWYWGXQkSw8,no data,0,0,0,0
Steveston Museum And Visitor Centre,Tourism Richmond Visitor Centre,ChIJO0tJXtjhhVQRS8jDU5Pv2U8,4.4,14,0,0,0
Strawberry Hill,Cineplex Cinemas Strawberry Hill,ChIJTzwyUWDZhVQRoCA1JbJPMO4,4.2,4175,0,0,0
Surrey Little Theatre,Surrey Little Theatre,ChIJAYBGyUTQhVQRDat4r2ts-io,4.6,45,0,0,0
Surrey Museum & Archives,Surrey Archives,ChIJESujdqfahVQRYe0bXMJugsk,4.4,66,0,0,0
Teck Gallery,SFU Teck Gallery,ChIJF7DmYHhxhlQRBma1LSJ1750,no data,0,0,0,0
Terry Erickson,"Terry Erickson, DC",ChIJVz4Od8cM9ocRBOG3cewMXoM,no data,0,0,0,0
The Act Arts Centre & Theatre,The ACT Arts Centre,ChIJi_sBjF7ThVQRB7_aVA4h1KM,4.6,284,0,0,0
The Apartment,Albert Block Studio Apartments,ChIJpc2C5m9xhlQRy0Fou9tawQw,4,3,0,0,0
The Bernie Legge Theatre,Bernie Legge Theatre,ChIJN06WngnYhVQRuDrjNx8E920,4.9,10,0,0,0
The Michael J Fox Theatre Society,Michael J Fox Theatre,ChIJ9baKDEd2hlQRUEl20T9jMaw,4.4,579,0,0,0
Tracey Lawrence Gallery,Lawrence Eng Gallery,ChIJlReH5chzhlQR4wx1XS5Nak4,no data,0,0,0,0
Twilight Drive-In Theatre Ltd,Twilight Drive-In Theatre,ChIJPc3f7frLhVQR_B7AYacPZCA,4.7,1664,0,0,0
Underwater Archaeological Society of British Columbia,,0,,,,0,0
Unit/Pitt Projects,,0,,,,0,0
United Church of Canada B.C. Conference Archives,Oakridge United Church,ChIJex-BQXF0hlQRuNHxc9ymBnU,5,1,0,0,0
University of Bc: Charles Woodward Memorial Room,Woodward Library,ChIJ_1xQ1bdyhlQR8_ytCOZZlBI,3.8,8,0,0,0
Vagabond Theatre/Fisheries Exibition Building,Vagabond Players,ChIJJ33hhnXYhVQRtF9hk14UBuY,4.4,41,0,0,0
Van Dop Gallery,Van Dop Gallery,ChIJ17y82fd3hlQRJNucsf4PppI,4.8,11,0,0,0
Vancouver East Cultural Centre - Vancity Culture Lab,"Vancity Culture Lab, The Cultch",ChIJwXipwj1xhlQRdYmrhuSfVQc,4.8,8,0,0,0
Vancouver Naval Museum,Naval Museum at H.M.C.S. Discovery,ChIJUcAHihBuhlQRNvdDAY0mXKo,4.6,42,0,0,0
Vancouver Playhouse Theatre,Vancouver Playhouse,ChIJrefVTXlxhlQRC_DwJyfCiUk,4.5,500,0,0,0
Vancouver Police Museum,Vancouver Police Museum & Archives,ChIJo3B9CHFxhlQRCmfgCcpG0BQ,4.2,408,0,0,0
Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall),Pyatt Hall at the VSO School Of Music,ChIJU78AMH5xhlQRJsUwPms458E,4.7,9,0,0,0
Vivo Media Arts Centre,VIVO Media Arts Centre,ChIJqV1Le2BxhlQR7B0Y7--RnxY,4.6,21,0,0,0
Waterfront Theatre,Waterfront Theatre,ChIJa-uj485zhlQRBK6mZbG5I28,4.5,155,0,0,0
Woodward's Atrium,Woodward's 43,ChIJo8K5knlxhlQRBkyzjcK92Bg,4.3,108,0,0,0
York Theatre,"York Theatre, The Cultch",ChIJQY5X1xVxhlQRXcRkTyGbCbs,4.5,306,0,0,0
Yuk Yuk's Comedy Club,Yuk Yuk's Comedy Club Vancouver,ChIJuycZ1-dzhlQRSZsBQvvwklo,4.4,782,0,0,0
Zemi Cultural Heritage Services,,0,,,,0,0
